cpt_slug,post_title,tax_categorias_empreendimentos,tax_tipo_atrativo,tax_rotas_turisticas,resumo_historico,endereco_localizacao,entrada,horario_de_visitacao,guia_necessario,subtitulo_slogan,endereco_completo,telefone_whatsapp,instagram,site_oficial,horario_de_funcionamento,comodidades,destaque_na_home,data_de_inicio,sobre_o_evento,data_de_fim,local_do_evento,valor_do_ingresso,link_de_inscricao_compra,organizador
empreendimentos,"Jersão do Espeto","Restaurantes",,"Caminho do Vinho","Restaurante rústico estilo country, oferece self-service de espetinhos artesanais variados, assados na hora e acompanhados de chopp gelado.","R. Teresina, 26",,,,"Experiência gastronômica rústica com espetinhos artesanais e chopp gelado.","R. Teresina, 26, Costeira, CEP 83015-240",41998198522,@jersao_espetoo,https://jersao.pedidoon.net,Seg-Sáb: 16h-23h,"Wi-fi, música ao vivo, entregas, TV para jogos",Não,,,,,,
empreendimentos,"JN Restaurante","Restaurantes",,,"Opção de refeição localizado próximo do Parque da Fonte, oferece serviço de self-service de comida brasileira. O ambiente é simples.","R. Alm. Alexandrino, 861",,,,"Buffet self-service de comida brasileira.","R. Alm. Alexandrino, 861, Parque da Fonte, CEP 83045-210",4133833988,,,Seg-Dom: 11h-14h,"Buffet self-service, banheiro",Não,,,,,,
empreendimentos,"Jerônimo Burguer Aeroporto (Junior Durski)","Restaurantes",,,"Pertencente ao Grupo Madero, o Jeronimo é um empreendimento no conceito de fast-casual centrado em tecnologia. Utiliza totens para pedidos no formato self-service.","Av. Rocha Pombo, Praça de alimentação do aeroporto",,,,"Onde tecnologia e gastronomia se encontram.","Av. Rocha Pombo, Praça de alimentação do aeroporto, CEP 83010-900",41988482544,@jeronimoburger,https://www.jeronimoburger.com.br,Ter-Dom: 8h-18h,"Totens de atendimento self-service, mesas com pontos de energia",Não,,,,,,
empreendimentos,"Kami Sushi","Restaurantes",,,"Restaurante especializado em culinária japonesa. Os clientes elogiam a qualidade da comida, preparada com ingredientes frescos, sempre acompanhada de um cordial atendimento.","R. Santo Agostinho, 408",,,,"Experimente a autêntica culinária japonesa com ingredientes frescos.","R. Santo Agostinho, 408, Roseira de São Sebastião, CEP 83070-160",41999929052,@kamisushibr,,Ter-Dom: 18h-23h,"Serviço de delivery, opções à la carte, rodízio completo",Não,,,,,,
empreendimentos,"Kawiarnia","Restaurantes",,"Rota das Colônias","Oferece café colonial e almoço com comidas típicas polomesa e brasileira com mais de 90 tipos pratos doces e salgados. A área possui arquitetura típica polonesa.","R. Domingos Perbiche, 1446",,,,"Experimente o autêntico café colonial em um ambiente rústico.","R. Domingos Perbiche, 1446, Murici, CEP 83085-230",41999412457,@kawiarniacafecolonial,,Sex: 15h-21h | Sáb: 12h-19h | Dom: 11h30-19h,"Mesas ao ar livre, wi-fi, pequeno museu, estacionamento",Não,,,,,,
empreendimentos,"Luigi Restaurante","Restaurantes",,,"O restaurante Luigi tem como proposta oferecer um buffet de comida verdadeiramente simples e caseira. Os pratos são bem saborosos e usam temperos naturais.","R. Dr. Motta Júnior, 1047",,,,"Experimente a autêntica gastronomia brasileira com um toque caseiro.","R. Dr. Motta Júnior, 1047, 2o andar Centro, CEP 83005-170",41991989860,@luigirestaurantesjp,,Seg-Sáb: 11h-14h30 | Dom: Fechado,"Buffet de comida brasileira, marmitex, wi-fi",Não,,,,,,
empreendimentos,"Madero Steak House","Restaurantes",,,"É uma rede paranaense que fez sucesso e se expandiu pelo Brasil, se diferenciando por oferecer um ambiente de arquitetura aconchegante, e hambúrguer artesanal.","Av. Rocha Pombo, s/n Área Interna do Aeroporto Afonso Pena",,,,"Ambiente aconchegante com cardápio inovador e atendimento impecável.","Av. Rocha Pombo, s/n Área Interna do Aeroporto Afonso Pena, CEP 83010-620",41988482544,@maderobrasil,https://www.restaurantemadero.com.br,Seg-Sex: 17h-20h,"Hambúrgueres artesanais, churrasco, opções vegetarianas",Não,,,,,,
empreendimentos,"Matka Aurélia","Restaurantes",,"Rota das Colônias","Localizado em meio à natureza, o Matka Aurélia se destaca por sua estrutura acolhedora e rústica. O restaurante possui um amplo salão principal com varanda externa.","R. José Scrobot Sobrinho, 2373",,,,"Experiência gastronômica única em meio à natureza.","R. José Scrobot Sobrinho, 2373, Colônia Murici, CEP 83085-465",41999444652,@matka_aurelia,http://www.matkaaurelia.com.br,Sáb-Dom e Feriados: 11:45h-15:00h,"Buffet de almoço colonial, espaço para crianças, empório",Não,,,,,,
empreendimentos,"Mister Giuseppe","Restaurantes",,,"Local acolhedor e bem decorado, localizado no centro da cidade, especializado em pizzas, oferece um cardápio diversificado que inclui pratos quentes e sobremesas.","R. Joaquim Nabuco, 1816",,,,"Eleita a melhor pizzaria da cidade em 2023.","R. Joaquim Nabuco, 1816, Centro, CEP 83040-210",41999696462,@mistergiuseppe,https://mistergiuseppe.menudino.com/,Seg-Dom: 17h-23:59h,"Serviço de entrega, para viagem, buffet, happy hour",Não,,,,,,
empreendimentos,"Obiava Restaurante","Restaurantes",,"Caminho do Vinho","Criado pela família Obiava, oferece comida colonial artesanal polonesa e italiana aos visitantes. Destacam-se as massas artesanais, molhos, costelinha barbecue.","R. Augusto Micrute, 749",,,,"Sabores coloniais poloneses e italianos em um ambiente acolhedor.","R. Augusto Micrute, 749, Colônia Mergulhão, CEP 83075-182",4137975067,@restauranteobiavaoficia,https://www.caminhodovinho.tur.br/restaurante-familia-obiava/,Sex: 19h-00h30 | Sáb-Dom: 11h30-15h,"Buffet livre, música ao vivo, área infantil",Não,,,,,,
empreendimentos,"Panela de Barro","Restaurantes",,"Caminho do Vinho","O restaurante fica no Caminho do Vinho e oferece um variado buffet de comida colonial com qualidade e acessível servido em autênticas panelas de barro.","R. Júlio César Setenareski, s/n",,,,"Desfrute de um buffet colonial autêntico em um ambiente rústico.","R. Júlio César Setenareski, s/n, Colônia Mergulhão, CEP 83085-495",41987481212,,,Seg-Sáb: 11h40-14h | Dom: 11h30-14h30,"Buffet de comida colonial, buffet de sobremesas, wi-fi",Não,,,,,,
empreendimentos,"Petiscaria Cantinho Mineiro","Restaurantes",,"Caminho do Vinho","A proposta é trazer uma oportunidade de experienciar as delícias de Minas Gerais para o Caminho do Vinho. Oferece produtos tradicionais da Serra da Canastra.","Rua João Bortolan, 222",,,,"Experimente as delícias de Minas Gerais no Caminho do Vinho.","Rua João Bortolan, 222, Colônia Mergulhão, CEP 83085-460",41991146124,@petiscaria_cantinhomineiro,,Sáb-Dom: 10h-18h,"Venda de produtos da Serra da Canastra, bebidas, porções",Não,,,,,,
empreendimentos,"Pierogarnia","Restaurantes",,"Rota das Colônias","Descubra a essência dos pierogis poloneses no primeiro restaurante dedicado exclusivamente a eles na cidade. Desfrute de um buffet completo aos domingos.","Rua Doutor Murici, 5504",,,,"Experimente a autêntica culinária polonesa com pierogis exclusivos.","Rua Doutor Murici, 5504, Colônia Murici, CEP 83085-310",41997472813,@pierogarniabr,,Dom: 11h30-15h,"Wi-fi, Mesas externas, Retirada na porta",Não,,,,,,
empreendimentos,"Pizza da Hora","Restaurantes",,,"Criada por uma família com tradição em pizzaria, oferece grande variedade de opções, incluindo pizzas doces. O forte do local são as encomendas para viagem.","R. Mario Nogarotto, 218",,,,"Pizzaria Rural com capacidade de atender grandes grupos.","R. Mario Nogarotto, 218, Cachoeira/Zacarias, CEP 83006-970",41985193527,@pizzdahora,,Ter-Dom: 8h-18h,"Wi-fi, entregas, consumo no local, opções de vinho",Não,,,,,,
empreendimentos,"Querência Ivankio","Restaurantes",,"Destinos do Campo","Com um ambiente rústico, acolhedor e cercado por natureza, o local é indicado para desfrutar de um dia especial. Restaurante conhecido pelos seus petiscos.","R. Carlos Kusma, 9100",,,,"Desfrute de um ambiente rústico e acolhedor, cercado pela natureza.","R. Carlos Kusma, 9100, Faxina, CEP 83023-400",41992319595,@querenciaivankio,https://linktr.ee/querenciaivankio,Sex-Sáb: 18h30-00h | Dom: 10h-22h,"Petiscos e porções, buffet de comida caseira, eventos, shows",Não,,,,,,
empreendimentos,"Rancho M Roltz","Restaurantes",,,"Ambiente simples e familiar, é uma opção para reunir os amigos e a família para um happy hour. O local oferece buffet de comida brasileira.","R. Dr. Murici, 3420",,,,"Ambiente simples e familiar para happy hour, almoço ou comemorações.","R. Dr. Murici, 3420, Ouro Fino, CEP 83010-290",4133845856,@mroltsrancho,,Seg-Sex: 8h-22h,"Refeição no local e para viagem, serviço de entrega, música ao vivo",Não,,,,,,
empreendimentos,"Rancho Machado","Restaurantes",,"Caminho do Vinho","Restaurante colonial, rústico, especializado no tradicional prato típico paranaense chamado de churrasco de igreja. O espaço também pode ser locado para eventos.","Rua Vereador Domingos Benvenutto Moleta, 2731",,,,"Experimente o autêntico churrasco de igreja em um ambiente colonial.","Rua Vereador Domingos Benvenutto Moleta, 2731, Cotia, CEP 83024-990",41995102240,@ranchomachadocolonial,,2º e 4º domingo do mês: 11:30h-15:00h,"Ambiente rústico, locação para eventos, wi-fi",Não,,,,,,
empreendimentos,"Recanto Inspiração","Restaurantes",,"Caminho do Vinho","É um espaço multifuncional com áreas de lazer, restaurante e eventos. Possui um amplo salão e toda a infraestrutura necessária para eventos.","R. Célia Terezinha Bassa, 1550",,,,"Espaço multifuncional para eventos, lazer e restaurante.","R. Célia Terezinha Bassa, 1550, Colônia Mergulhão, CEP 83085-495",41999882828,@recantoinspiracao,http://www.recantoinspiracao.com.br,Sáb-Dom: 8h30-18h,"Locação para eventos, churrasqueiras, área de lazer com campo de futebol",Não,,,,,,
empreendimentos,"Sabor Argentino","Restaurantes",,,"Ambiente simples, oferece pratos tradicionais argentinos à noite e no almoço, refeições para o dia a dia. Destacam-se a parrilla e empanadas.","Rua visconde do Rio Branco, 2219",,,,"Sabores autênticos da Argentina no coração da cidade.","Rua visconde do Rio Branco, 2219, Centro, CEP 83010-310",4130986275,@sabor_argentino_sjp,,Almoço: Ter-Sex 11:30h-14:00h | Jantar: Ter-Dom 18:00h-22:00h,"Estacionamento conveniado, atendimento por aplicativos",Não,,,,,,
empreendimentos,"Santa Vaca Pizza e Burger","Restaurantes",,,"Local descolado e moderno, localizado em uma das principais avenidas da cidade. Tem como atrativo a junção de hamburgueres bem servidos e pizza.","Av. das Torres, 2552",,,,"Pizzas e Hambúrgueres de primeira em um ambiente moderno.","Av. das Torres, 2552, São Pedro, CEP 83005-450",4135348081,@santavacapizzaeburger,linktr.ee/santavacapizzaeburger,Ter-Dom: 07:00h às 20:00h,"Wi-fi, acessibilidade, entrega para viagem, happy hour",Não,,,,,,
empreendimentos,"Silvinha","Restaurantes",,"Rota das Colônias","Restaurante self-service de comida caseira muito apreciada tanto por quem quem trabalha, quanto por quem pedala ou está de passagem na região.","R. Benjamim Claudino Barbosa, 14881",,,,"Restaurante self-service de comida caseira, ideal para viajantes.","R. Benjamim Claudino Barbosa, 14881, Zacarias, CEP 83025-323",41996395655,@restaurantesilvinha,,Seg-Sex: 11h-14h,"Entrega, marmitex, self-service",Não,,,,,,
empreendimentos,"Tempero Mineiro III","Restaurantes",,,"Ambiente simples e familiar. Oferece buffet de comida brasileira e opções de marmitas pequenas, médias e grandes em uma região da cidade industrial.","R. São Jorge, 627",,,,"Sabores autênticos em um ambiente acolhedor.","R. São Jorge, 627, Roseira de São Sebastião, CEP 83070-180",41996767631,@temperomineirosjp,,Seg-Sex: 11h-14h,"Buffet de comida brasileira, marmitas",Não,,,,,,
empreendimentos,"Tempero Paulistta","Restaurantes",,"Destinos do Campo","Iniciado como uma panificadora e lanchonete. Aos sábados, serve feijoada no almoço e o entrevero de pinhão durante a temporada de pinhão.","R. Carlos Kusma, 3394",,,,"Ambiente rústico típico colonial com especialidades.","R. Carlos Kusma, 3394, Campestre da Faxina, CEP 83023-400",41992391811,@temperopaulistta,,Seg-Sáb: 11h-14h | Lanches: 18h,"Mesas rústicas, almoço, área de lazer para crianças",Não,,,,,,
empreendimentos,"The Churras Steak House","Restaurantes",,,"Localizado no antigo Estação Chopp. Douglas Miguel ESPECIALISTA em CHURRASCO cortes e combinações genuína de carnes, queijos, frutas e legumes.","R. Voluntários da Pátria, 769",,,,"Especialista em churrasco com cortes e combinações genuínas.","R. Voluntários da Pátria, 769, Centro, CEP 83005-020",41998286830,@thechurras,,Qua-Sáb: 18:30h-23h,"Carnes e grelhados especiais",Não,,,,,,
empreendimentos,"Tio Zico Costelaria","Restaurantes",,"Destinos do Campo","A Costelaria Tio Zico é um ponto de parada estratégico para fazer uma pausa durante a viagem. Localizado na BR-376 ao lado do posto de gasolina.","BR-376, 29.155 Km 629",,,,"Um ponto de parada estratégico na BR-376.","BR-376, 29.155 Km 629, Contenda, CEP 83015-000",41998776543,@costelariarestaurante_tiozico,,Aberto 24h,"Buffet, lanches, cafés, wi-fi",Não,,,,,,
empreendimentos,"Vô João","Restaurantes",,"Caminho do Vinho","O restaurante leva o nome do patriarca da família Beger. Destaca-se pelo buffet com comida caseira italiana e polonesa, em ambiente rústico e acolhedor.","R. João Berger, 811",,,,"Experimente a autêntica comida colonial em um ambiente rústico.","R. João Berger, 811, Colônia Mergulhão, CEP 83085-290",41991896853,@vojoaocaminhodovinho,http://www.sitiovojoao.com.br,Qua-Sex: 11:30h-14:00h | Sáb: 10:00h-17:30h,"Buffet com comida colonial, quiosque, wi-fi",Não,,,,,,
empreendimentos,"Açai da Barra","Sorvetes e Confeitarias",,,"Açaí da Barra é uma franquia do primeiro self-service de açaí criado em São Paulo. A fabricação própria garante combinações únicas para quem gosta de açaí.","Rua Dona Izabel A Redentora, 1434",,,,"Experimente o autêntico sabor do açaí com fabricação própria.","Rua Dona Izabel A Redentora, 1434 Loja 2, Centro, CEP 83005-010",41991939781,@acaidabarrasjp,https://linktr.ee/acaidabarrasjp,Seg-Sáb: 10h-22h | Dom: 11h-22h,"Consumo no local e embala para viagem",Não,,,,,,
empreendimentos,"Água na Boca Sorvetes Artesanais","Sorvetes e Confeitarias",,,"É uma sorveteria tradicional conhecida por seus mais de 50 sabores de sorvetes de alta qualidade, produzidos a partir de leite fresco.","Loja centro: Rua Veríssimo Marques, 1351",,,,"Sorvetes artesanais de alta qualidade com mais de 50 sabores.","Rua Veríssimo Marques, 1351, Centro, CEP 83035-170",41984984042,@aguanaboca.sjp,,Seg-Dom: 13:30h-19:00h,"Mesas e cadeiras, banheiro, acessibilidade",Não,,,,,,
empreendimentos,"Alles Gut Confeitaria & Café","Sorvetes e Confeitarias",,,"A Alles Gut é uma confeitaria tradicional localizada no centro da cidade que oferece produtos típicos da confeitaria austríaca e alemã.","Rua Dona Izabel A Redentora, 1632",,,,"Descubra a tradição da confeitaria austríaca e alemã.","Rua Dona Izabel A Redentora, 1632, Centro, CEP 83005-010",4535560286,@allesgutconfeitaria,,Seg-Sáb: 7h-18h30 | Dom: Fechado,"Mesas em ambiente fechado, banheiro, wi-fi",Não,,,,,,
empreendimentos,"Bapka","Sorvetes e Confeitarias",,,"A Bapka é uma empresa familiar que produz um dos sorvetes mais tradicionais da região metropolitana de Curitiba. Sorvete sem conservantes.","R. Joaquim Nabuco, 865",,,,"Sabores tradicionais e inovação em sorvetes.","R. Joaquim Nabuco, 865, Cidade Jardim, CEP 83040-210",4136384401,@bapkasorvetes,https://bapka.com.br/,Seg-Sex: 9:30h-18:30h | Sáb: 9h-16h,"Sorvetes, picolés, linha com açaí",Não,,,,,,
empreendimentos,"Caramelle Chocolate de Gramado","Sorvetes e Confeitarias",,"Caminho do Vinho","Localizada ao lado da Cantina Della Mamma, a loja oferece várias opções de chocolate de Gramado dentro do Caminho do Vinho.","R. Júlio César Setenareski, 2900",,,,"Descubra os sabores únicos do chocolate de Gramado.","R. Júlio César Setenareski, 2900, Colônia Mergulhão, CEP 83085-290",41992241316,,,Sex: 13h-17h | Sáb-Dom: 9h-18h,"Chocolates variados, chocolate quente, milkshake",Não,,,,,,
empreendimentos,"Confeitaria Mineira","Sorvetes e Confeitarias",,,"Pequeno, aconchegante e climatizado, é muito utilizado para pequenas reuniões de trabalho ou para cafés em família. Oferece várias opções de cafés e doces.","R. Lílian Viana de Araújo, nº345",,,,"Delicie-se com doces refinados em um ambiente aconchegante.","R. Lílian Viana de Araújo, nº345, Cidade Jardim, CEP 83036-120",4141112915,@confeitaria_mineirasjp,,Seg-Sáb: 7h-19h40,"Climatizado, aceita encomendas",Não,,,,,,
empreendimentos,"Doce Maura sorvetes Granotto","Sorvetes e Confeitarias",,,"A Doce Maura é a primeira sorveteria da cidade, atuando há mais de 30 anos no município. O nome foi dado em homenagem à mãe dos proprietários.","R. Visc. do Rio Branco, 1684",,,,"A primeira sorveteria da cidade, oferecendo delícias artesanais.","R. Visc. do Rio Branco, 1684, Centro, CEP 83005-420",4133834699,@sorveteriadocemaura,,Seg-Sex: 12h-21h | Sáb-Dom: 12h-22h,"Estacionamento gratuito nas ruas laterais",Não,,,,,,
empreendimentos,"Doces da Isis","Sorvetes e Confeitarias",,,"A empresa foi criada por Isis Tremontin para se dedicar à criação de brigadeiros gourmet. Trabalha com doces gourmet e encomendas antecipadas.","Avenida das Torres, 3653",,,,"Doces que dançam ao ritmo da doçura.","Avenida das Torres, 3653, São Pedro, CEP 83005-450",41988727780,@docesdaisissjp,http://www.docesdaisis.com.br,Seg-Sáb: 9h-18h | Dom: Fechado,"Encomenda de doces personalizados, doces gourmets",Não,,,,,,
empreendimentos,"Gebom Sorveteria","Sorvetes e Confeitarias",,,"A Gebom é uma das maiores referências em sorvetes regionais no sul do Brasil. A empresa nasceu em 1997 e expandiu rapidamente sua fábrica de sorvetes.","R. Joaquim Nabuco, 1522",,,,"Sorvetes artesanais sem conservantes, produzidos com leite integral.","R. Joaquim Nabuco, 1522, São Cristovão, CEP 83005-190",41984179134,@gebonsorvetes,http://www.gebon.com.br,Seg-Dom: 10h-20h,"Sorvetes clássicos, picolés, açaí, espaço kids",Não,,,,,,
empreendimentos,"Picola´z Sorvetes Artesanais","Sorvetes e Confeitarias",,"Rota das Colônias","Fundada por duas irmãs empreendedoras, a marca surgiu com a missão de criar sorvetes mais saudáveis, utilizando ingredientes naturais e sem aditivos.","R. Carlos Kusma, condominio campestre",,,,"Sorvetes artesanais personalizados e saudáveis.","R. Carlos Kusma, condominio campestre, Campestre da Faxina, CEP 83023-400",41999973326,@sorvetespiccolaz,www.sorvetespiccolaz.com.br,Contato para eventos,"Produção artesanal de sorvetes",Não,,,,,,
empreendimentos,"Só Sorvetes","Sorvetes e Confeitarias",,,"Loja indicada para os apreciadores de sorvete, funciona como um atacado. Vende caixas e baldes de diversas marcas de fabricação regional.","Av. Castro Alves, 35, loja 4",,,,"Delicie-se com uma variedade de sorvetes regionais no atacado.","Av. Castro Alves, 35, loja 4, Boneca do Iguaçu, CEP 83040-520",41996129973,,,Seg-Dom: 10h-19h,"Opções zero lactose, paletas mexicanas",Não,,,,,,
empreendimentos,"Spinassi Chocolate Fazenda Park","Sorvetes e Confeitarias",,"Caminho do Vinho","Original da cidade paulista de Campos do Jordão, a loja está localizada dentro da Fazenda Park Mergulhão. Oferece uma diversidade de chocolates.","Rua Julio Cesar Setenareski, 3660",,,,"Descubra a magia dos chocolates artesanais.","Rua Julio Cesar Setenareski, 3660, Colônia Mergulhão, CEP 83085-290",4132867097,@SpinassiChocolate.Ctba,http://www.caminhodovinho.tur.br/spinassi-chocolate,Seg-Sex: 10h-16h30 | Sáb-Dom: 9h-18h,"Chocolates diversos, opções diet, sem glúten, licores",Não,,,,,,
empreendimentos,"Sweet Chocolate","Sorvetes e Confeitarias",,,"Criada em 2015, possui uma decoração característica que remete ao cenário de uma fábula. O espaço é acolhedor e encanta pela variedade de bolos.","Rua Joaquim Nabuco, 1605",,,,"Um espaço encantador que remete a uma fábula.","Rua Joaquim Nabuco, 1605, Centro, CEP 83005-160",41992740071,@sweetchocolate_confeitaria,https://linktr.ee/Sweetchocolate_confeitaria,Seg-Sáb: 11h-21h | Dom: 14h-21h,"Encomenda de doces, bolos decorados, Wi-Fi",Não,,,,,,
empreendimentos,"The Best Açai","Sorvetes e Confeitarias",,,"The Best Açai é uma rede criada por três jovens empreendedores que resolveram democratizar o acesso a essa fruta tipicamente amazonense.","R. Joaquim Nabuco, 2197",,,,"Açaí de qualidade com combinações únicas de sorvetes.","R. Joaquim Nabuco, 2197 Cidade Jardim, CEP 83005-160",41996252430,@thebestacaiofficial,https://thebestacai.com.br,Seg-Dom: 11:30-22:00,"Banheiro, consumo no local, embala para viagem",Não,,,,,,
empreendimentos,"Vanilla Sorvetes Artesanais","Sorvetes e Confeitarias",,,"Sorveteria artesanal, oferece sorvetes cremosos de sabor variado de alta qualidade elaborados sem gordura vegetal e pouco açúcar.","R. Jorge Mansos do Nascimento Teixeira, 294",,,,"Delicie-se com sorvetes artesanais de alta qualidade.","R. Jorge Mansos do Nascimento Teixeira, 294, São Pedro, CEP 83005-500",41998130681,@vanillasorvetessjp,,Ter-Sex: 12h-19h | Sáb-Dom: 11h-19h,"Consumo no local, mesas internas",Não,,,,,,
empreendimentos,"Adega Bortolan","Vinho, Cerveja e Cachaça",,"Caminho do Vinho","Primeira adega da região construída inteiramente em pedra, seguindo a tradição secular de construções de adegas. Oito décadas na produção de vinhos.","Rua, R. Júlio César Setenareski, 1551",,,,"Experiência vinícola autêntica e produtos coloniais.","Rua Júlio César Setenareski, 1551, Colônia Mergulhão, CEP 83085-200",41998223469,@adegabortolan,https://www.caminhodovinho.tur.br/adega-bortolan/,Ter-Sex: 10h-18h | Sáb-Dom: 10h-19h,"Venda de vinhos e produtos coloniais",Não,,,,,,
empreendimentos,"Bar da Vosge","Vinho, Cerveja e Cachaça",,,"O bar traz o conceito de cervejas artesanais exclusivas da Vosgerau Cervejaria Artesanal para o centro da cidade. Oferece mais de 12 tipos de cerveja.","Rua Dona Izabel A Redentora, 1377",,,,"Experiência completa da cultura cervejeira no coração da cidade.","Rua Dona Izabel A Redentora, 1377, Centro, CEP 83005-010",41992873090,@bardavosge,,Ter-Qui: 17h-23h | Sex: 17h-01h | Sáb: 16h-01h,"Bar, espaço Kids, música ao vivo",Não,,,,,,
