cpt_slug,post_title,tax_categorias_empreendimentos,tax_tipo_atrativo,tax_rotas_turisticas,resumo_historico,endereco_localizacao,entrada,horario_de_visitacao,guia_necessario,subtitulo_slogan,endereco_completo,telefone_whatsapp,instagram,site_oficial,horario_de_funcionamento,comodidades,destaque_na_home,data_de_inicio,sobre_o_evento,data_de_fim,local_do_evento,valor_do_ingresso,link_de_inscricao_compra,organizador
atrativos,"Quedas d'água do Córrego Fundo",,"Água","Caminho do Vinho","As Quedas d'água do Córrego Fundo são um conjunto de cerca de cinco quedas sequenciais, rodeadas por uma densa mata atlântica e morros em aclive acentuado. Durante a trilha, é possível observar diversas espécies vegetais típicas, como xaxins e bromélias. Localizadas na área da empresa Panagro Empreendimentos Florestais, as quedas também são conhecidas como 'Quedas ou Cachoeira da Panagro'. Este local é tradicionalmente apreciado pela beleza cênica das quedas d'água e pela exuberante vegetação ao redor.","Rua Guilherme Moreno, S/N, Campo Largo da Roseira, São José dos Pinhais, PR, Brasil, 83000-000","Gratuita","Consultar","Não",,,,,,,,,,,,,,,
atrativos,"Salto da Malhada",,"Água",,"Conhecida como 'Salto do Ribeirão do Meio' e 'Cachoeira do Turco', esta cachoeira de 90 metros de altura está situada em uma área particular, marcando a transição rochosa para a Serra do Mar. Localizada próxima à Serra da Campininha, é acessível por uma trilha relativamente fácil que leva ao Morro da Campininha. A beleza cênica e a natureza exuberante proporcionam uma experiência única na Mata Atlântica. Recomenda-se a presença de guias experientes e a obtenção de permissão com moradores locais para visitação.","Rua Demétrio João Kotzias, S/N, Colônia Malhada, São José dos Pinhais, PR, Brasil, 83000-000","Gratuita","Consultar","Sim",,,,,,,,,,,,,,,
atrativos,"Alto de São José",,"Morros",,"Localizado a 1.331m de altitude, o Alto de São José é o ponto mais alto do município, situado na Serra da Campininha. Esta serra faz parte da Serra do Mar, uma importante cadeia de montanhas que se estende ao longo do litoral brasileiro, especialmente nos estados do Paraná, São Paulo e Rio de Janeiro. Com beleza cênica e ideal para contemplação, o local oferece uma vista deslumbrante da região.","Serra da Campininha, S/N, Roça Velha, São José dos Pinhais, PR, Brasil, 83000-000","Gratuita","Consultar","Não",,,,,,,,,,,,,,,
atrativos,"Mirante para o Morro Redondo",,"Morros",,"Conhecido como 'mirante do Morro da Embratel' ou 'mirante do Morro Redondo', este local oferece uma vista panorâmica deslumbrante da área rural até o litoral em dias claros. Parte do Complexo da Serra do Mar, o mirante está em São José dos Pinhais, enquanto o Morro Redondo está em Tijucas do Sul. É um destino popular entre praticantes de mountain bike e ecoturismo.","Estrada Velha da Guaricana, S/N, Colônia Santos Andrade, São José dos Pinhais, PR, Brasil, 83000-000","Gratuita","Consultar","Não",,,,,,,,,,,,,,,
atrativos,"Serra da Campininha",,"Morros",,"A Serra da Campininha é uma importante formação geográfica no município, tanto do ponto de vista ecológico quanto turístico. Faz parte da formação montanhosa da Serra do Mar, uma cadeia de montanhas que se estende ao longo do litoral do Brasil, especialmente nos estados do Paraná, São Paulo e Rio de Janeiro. O local possui rica biodiversidade, é uma importante área de captação natural de água de chuva e proporciona uma bela vista da região.","Divisa Planalto e Litoral (Serra do Mar), S/N, Roça Velha, São José dos Pinhais, PR, Brasil, 83000-000","Consultar","Consultar","Não",,,,,,,,,,,,,,,
atrativos,"Mirante da Barragem Miringuava",,"Paisagem",,"O Mirante da Barragem Miringuava oferece uma vista impressionante da área de abrangência da Barragem do Rio Miringuava. Esta barragem, uma obra da empresa de saneamento Sanepar, foi construída com o objetivo de regular o fluxo de água do rio, controlar enchentes e armazenar água para abastecimento público. Atualmente, a represa está em fase de construção, e ainda não há informações detalhadas sobre o mirante.","Acesso via Vinícola Araucária (2km), S/N, Bairro Malhada, São José dos Pinhais, PR, Brasil, 83000-000","Gratuita","Consultar","Não",,,,,,,,,,,,,,,
atrativos,"Paisagem Agaraú - Campos de Cultivos",,"Paisagem",,"O plantio de pastagens para o comércio de gramas com finalidade paisagística é uma das principais atividades econômicas da região, proporcionando um belo cenário que pode ser apreciado ao longo da rua Arcídio Claudino Barbosa. Os campos são margeados por pinheiros adultos. A agricultura, a pecuária e a indústria cerâmica produtora de telhas e tijolos também estão presentes na região.","Rua Arcídio Claudino Barbosa, S/N, Agaraú, São José dos Pinhais, PR, Brasil, 83000-000","Gratuita","Consultar","Não",,,,,,,,,,,,,,,
atrativos,"Paisagem Antinha - Estrada do Ronco",,"Paisagem",,"A Estrada do Ronco, localizada na Colônia Antinha, oferece uma experiência de imersão rural única. A região é predominantemente coberta por uma rica vegetação de floresta ambrólia, adaptada a ambientes com alta pluviosidade. A estrada proporciona relaxamento e contemplação, levando às proximidades de uma lagoa que compõe uma bela paisagem. Próxima à estrada, encontra-se a singela Capela Nossa Senhora do Perpétuo Socorro da Antinha e a Represa do Miringuava.","Estrada do Ronco (Entre Ruas Demétrio João Kotzias e Pedro Schulis), S/N, Antinha, São José dos Pinhais, PR, Brasil, 83000-000","Gratuita","Consultar","Não",,,,,,,,,,,,,,,
atrativos,"Paisagem Conteda - Frente Igreja de São Sebastião",,"Paisagem",,"Em frente à igreja, em dias de céu limpo, pode-se avistar as belas montanhas da Serra da Campininha entre os pinheiros que margeiam a estrada. É um bom local para fazer uma pausa da viagem, desenhar e fazer fotos.","Frente à Igreja de São Sebastião da Contenda, S/N, Contenda, São José dos Pinhais, PR, Brasil, 83000-000","Gratuita","Consultar","Não",,,,,,,,,,,,,,,
atrativos,"Paisagem Gamelas - Rua João Maiczak",,"Paisagem",,"Este trecho da estrada na Rua João Maiczak, localizado na região de Gamelas, oferece uma paisagem de beleza cênica tipicamente rural. A estrada passa por propriedades agrícolas e leva à proximidade de uma lagoa em uma das fazendas locais, criando uma composição paisagística encantadora.","Rua João Maiczak, S/N, Gamelas, São José dos Pinhais, PR, Brasil, 83000-000","Consultar","Consultar","Não",,,,,,,,,,,,,,,
atrativos,"Paisagem Malhada - Campos de Cultivos",,"Paisagem",,"A rua Professor Júlio Carvalho Gomes, localizada na área rural de Malhada, oferece uma paisagem encantadora de cultivos de verduras e hortaliças. O trecho entre a bifurcação com a rua João Grebogui da Lavra e a rua Domingos Burakowski é especialmente notável. O relevo da região proporciona uma vista interessante dos plantios, com destaque para os repolhos, criando uma experiência visual e olfativa única ao longo da estrada.","Rua Professor Júlio Carvalho Gomes, S/N, Colônia Malhada, São José dos Pinhais, PR, Brasil, 83000-000","Gratuita","Consultar","Não",,,,,,,,,,,,,,,
atrativos,"Colônia Accioli",,"Colônias","Caminho do Vinho","A Colônia Accioli, fundada em 1891, é um marco histórico-cultural da região, situada nas proximidades da fábrica da Renault. A colonização foi majoritariamente realizada por poloneses e italianos, com uma presença menor de suecos. Nomeada em homenagem ao Tenente-Coronel Francisco de Barros Acioli de Vasconcelos, a colônia foi criada por iniciativa de Idelfonso Pereira Correia, um empresário do setor de erva-mate. A colônia ocupava uma área de 1.260 hectares, dividida em 101 lotes, com uma população inicial de 221 pessoas. As casas eram simples, feitas de madeira, e os colonos cultivavam milho, feijão, trigo, batata-doce, fumo e batatinha. A Colônia Acioli se destaca por sua gastronomia e belas paisagens, atraindo turistas que visitam o Caminho do Vinho.","Proximidades da fábrica da Renault, S/N, Colônia Accioli, São José dos Pinhais, PR, Brasil, 83000-000","Consultar","Consultar","Não",,,,,,,,,,,,,,,
atrativos,"Colônia Castelhanos",,"Colônias",,"A Colônia Castelhanos, localizada na Serra do Mar entre São José dos Pinhais e Guaratuba, é um testemunho da rica história de colonização por ucranianos, poloneses, húngaros e alemães. Após um período de abandono entre 1890 e 1950, a região foi revitalizada pela construção da Usina Chaminé em 1931. Hoje, com cerca de 400 habitantes, a colônia prospera com a produção de banana, mandioca, laranja, abacate e jabuticaba, além de artesanato local. Situada na Mata Atlântica, oferece um turismo rural emergente com cachoeiras e rios, acessíveis com autorização dos moradores. Recomenda-se o uso de botas e roupas adequadas para trilhas, além do acompanhamento de um guia local.","Acesso pela BR-376 (até Rio São João), S/N, Colônia Castelhanos, São José dos Pinhais, PR, Brasil, 83000-000","Gratuita","Consultar","Sim",,,,,,,,,,,,,,,
atrativos,"Colônias Faxina e Campestre da Faxina",,"Colônias","Rota das Colônias","As Colônias Faxina e Campestre da Faxina são regiões de formação espontânea, ocupadas entre os séculos XVIII e XIX por colonizadores portugueses, povos indígenas e seus descendentes. No final do século XIX e início do século XX, colonos de áreas de difícil permanência, como a colônia Santos Andrade na Serra do Mar, começaram a ocupar essas terras. Ao longo do tempo, esses imigrantes adquiriram terras dos descendentes portugueses, com registros cartoriais documentando a transição para sobrenomes ucranianos, poloneses e italianos. O nome 'Faxina' possivelmente deriva da 'constituição de faxinal', normas comunitárias típicas do Paraná, regulando o uso comum das terras para criação de animais e agricultura.","Região Oeste do Município, S/N, Colônia Faxina, São José dos Pinhais, PR, Brasil, 83000-000","Consultar","Consultar","Não",,,,,,,,,,,,,,,
atrativos,"Colônia Malhada",,"Colônias",,"A região da Malhada, situada entre o Campo Largo da Roseira e o saltinho da Malhada, é conhecida pela criação de cavalos de raça, avicultura, extração de saibros e britas, além de uma significativa produção de hortigranjeiros e hortênsias. Criada como distrito em 1951, a área já era produtora de erva-mate, gado e produtos agrícolas desde 1780. A chegada dos primeiros colonos, descendentes de portugueses, trouxe o cultivo agrícola e a construção de benfeitorias. Documentos de 1893 mostram poucos proprietários de terra, mas entre 1910 e 1960, 16 proprietários foram identificados, muitos com sobrenomes italianos e poloneses. A primeira igreja foi construída por um mutirão de imigrantes e descendentes, reforçando a ligação com a Colônia Murici.","Acesso pela BR-376, S/N, Colônia Malhada, São José dos Pinhais, PR, Brasil, 83000-000","Consultar","Consultar","Não",,,,,,,,,,,,,,,
atrativos,"Colônia Marcelino",,"Colônias",,"A Colônia Marcelino foi nomeada em homenagem ao Coronel Marcelino José Nogueira, que facilitou a venda de terras para imigrantes ucranianos e poloneses. No final do século XIX, imigrantes, principalmente ucranianos e poloneses, buscaram novas terras após se estabelecerem em colônias vizinhas. A colônia se formou de maneira espontânea, com pouca documentação sobre seu processo de estabelecimento. Inicialmente, cultivavam trigo, milho, feijão e erva-mate, e com o tempo se tornaram grandes produtores de batata-salsa, pimentão e trigo. Atualmente, a colônia é a maior produtora de camomila do Paraná. A religiosidade é uma forte marca local, com a Igreja Ucraniana da Santíssima Trindade em estilo bizantino e a Capela de São Pedro e São Paulo. As principais festas são de cunho religioso, como a procissão de Corpus Christi, a Páscoa e o Natal. Em janeiro, é realizada a tradicional Festa do Trigo, com o intuito de valorizar e preservar a tradição e cultura ucraniana.","Acesso pela BR-376 ou BR-116, S/N, Colônia Marcelino, São José dos Pinhais, PR, Brasil, 83000-000","Gratuita","Consultar","Não",,,,,,,,,,,,,,,
atrativos,"Colônia Mergulhão",,"Atrativos Histórico-Culturais","Caminho do Vinho","A Colônia Mergulhão, nomeada em homenagem ao pássaro aquático Mergulhão Caçador, é um local de rica história e cultura. Inicialmente ocupada por descendentes de portugueses, africanos e indígenas, a região viu a chegada de imigrantes italianos e poloneses no início do século XX. Famílias como Daldin, Bortolan, Juliatto e Pissaia foram pioneiras na colonização, desenvolvendo uma economia agrícola diversificada. Em 1998, o potencial turístico foi reconhecido, levando à criação da rota turística 'Caminho do Vinho', que hoje inclui vinícolas, restaurantes e eventos culturais como a Festa do Vinho e a Festa do Pinhão. A produção de vinho começou com parreirais trazidos da Itália, e até 1940, muitos produtores fabricavam vinho apenas para consumo familiar. A comercialização de vinhos cresceu, e a colônia preserva suas tradições culturais por meio de iniciativas como o grupo folclórico Cuori d'Italia e o coral Belvedere.","Rota do Caminho do Vinho (Margens do Rio Pequeno), S/N, Colônia Mergulhão, São José dos Pinhais, PR, Brasil, 83000-000","Consultar","Consultar","Não",,,,,,,,,,,,,,,
atrativos,"Colônia Murici",,"Colônias","Rota das Colônias","Criada em 1878, a Colônia Murici é a mais expressiva comunidade de origem polonesa no Brasil. Fundada em homenagem ao médico José Cândido da Silva Muricy, a colônia foi predominantemente colonizada por imigrantes poloneses da Galícia e Prússia Oriental. As primeiras famílias chegaram pelo Porto de Paranaguá e se estabeleceram em uma área dividida em 73 lotes. Os colonos adaptaram técnicas arquitetônicas polonesas, como o 'Dom Węgłowy', construindo casas com madeiras locais e telhados de palha. Atualmente, a colônia é uma importante produtora de hortaliças e oferece um circuito de turismo rural com igrejas, cafés coloniais e belas paisagens. Festividades como a Festa da Colheita e a Festa de São João são destaques, mantendo vivas as tradições culturais polonesas.","Margens do Rio Miringuava, S/N, Colônia Murici, São José dos Pinhais, PR, Brasil, 83000-000","Consultar","Consultar","Não",,,,,,,,,,,,,,,
atrativos,"Colônia Zacarias",,"Colônias","Caminho do Vinho","A Colônia Zacarias, criada em 1878 em homenagem a Zacarias de Góes Vasconcelos, destaca-se pela rica história e cultura. Originalmente colonizada por poloneses silesianos e italianos, a colônia enfrentou desafios como a proibição do uso da língua polonesa durante a ditadura de Getúlio Vargas. Apesar disso, a comunidade prosperou, mantendo vivas suas tradições através da horticultura, turismo rural e produção de produtos artesanais. A região oferece pesque-pagues, áreas de lazer rural e venda de queijos, conservas e embutidos, atraindo visitantes que buscam uma experiência autêntica e culturalmente rica.","Região entre os rios Arujá e Miringuava, S/N, Colônia Zacarias, São José dos Pinhais, PR, Brasil, 83000-000","Consultar","Consultar","Não",,,,,,,,,,,,,,,
atrativos,"Outras Colonias",,"Colônias",,"Além das maiores colônias mencionadas anteriormente, existem outras localidades formadas por pequenos grupos étnicos na área rural. Em geral, foram criadas de forma espontânea. São elas: Avencal, Cachoeira, Campina do Taquaral, Campo Largo da Roseira, Capão Grosso, Capivari, Córrego Fundo, Costeira, Curralinho, Gamelas, Inhaíva, Poço da Anta, Papanduva da Serra, Purgatório, Rio de Una, Rio Pequeno, Roça Velha, Roseira de Campo Largo e Saltinho da Malhada, Santos Andrade.","Diversas localidades, S/N, Área Rural, São José dos Pinhais, PR, Brasil, 83000-000","Consultar","Consultar","Não",,,,,,,,,,,,,,,
atrativos,"Academia P. M. do Guatupê",,"Arquitetura e Engenharia",,"A Academia Policial Militar do Guatupê (APMG) é um marco na formação de oficiais e praças da Polícia Militar, destacando-se como uma das maiores academias de Polícia Militar da América do Sul. Fundada em 1931, a APMG reflete a arquitetura típica das instituições militares, priorizando funcionalidade e segurança. Em 1971, recebeu seu nome atual pelo Decreto 22.653. A academia oferece cursos de graduação, pós-graduação e extensão, com destaque para o curso de aperfeiçoamento de oficiais, equivalente ao nível de mestrado. Suas instalações, que abrangem cerca de 102 hectares, são projetadas para o preparo técnico-profissional e condicionamento físico de aproximadamente oitocentos alunos anualmente.","BR 277 - Km 72, S/N, Guatupê, São José dos Pinhais, PR, Brasil, 83075-000","Gratuita","Consultar","Não",,,,,,,,,,,,,,,
atrativos,"Casa ao lado da Adega Bortolan",,"Arquitetura e Engenharia","Caminho do Vinho","Localizada ao lado da Adega Bortolan, esta construção é um dos mais antigos exemplares da arquitetura da colônia, conservando o estilo dos imigrantes italianos. Foi feita pela família Juliato, que se instalou no início da formação da colônia. A construção em alvenaria possui pintura renovada e está muito bem conservada.","Rua João Berger, 802, Colônia Mergulhão, São José dos Pinhais, PR, Brasil, 83085-200","Gratuita","Pode ser vista da estrada","Não",,,,,,,,,,,,,,,
atrativos,"Biblioteca Pública Municipal",,"Atrativos Histórico-Culturais",,"Localizada em um prédio construído com linhas clássicas em 1912 para abrigar o Grupo Escolar Silveira da Motta, a Biblioteca Pública Municipal já sediou o Fórum e a Câmara Municipal da cidade, sendo tombada pelo patrimônio histórico em 1980. Fundada em 1940, possui um acervo de mais de 100 mil livros e leva o nome de um dos grandes escritores sãojoeense: Reinaldino Antônio Scharffenberg de Quadros, patrono da cadeira nº 36 da Academia Paranaense de Letras. Destaque para os bonecos gigantes produzidos pelo Museu do Boneco, incluindo uma representação do próprio Scharffenberg de Quadros.","Praça Oito de Janeiro, 120, Centro, São José dos Pinhais, PR, Brasil, 83005-185","Gratuita","Seg-Sex: 9h-17h","Não",,,,,,,,,,,,,,,
atrativos,"Caixa d'água do Calçadão",,"Arquitetura e Engenharia",,"A Caixa d'água do Calçadão é um reservatório elevado construído pela Sanepar e projetado pelo engenheiro-arquiteto Léo Limzme. Com capacidade de 100 metros cúbicos, tornou-se um marco na paisagem vertical e é a primeira obra de arquitetura moderna a ser tombada pelo município. Sua projeção triangular com apoio central foi a primeira no Brasil a ser construída em concreto protendido, uma técnica que combina aço e concreto para maximizar a resistência estrutural. A construção ocorreu em um momento de grandes discussões sobre o saneamento no Brasil.","Rua Quinze de Novembro, 1155, Centro, São José dos Pinhais, PR, Brasil, 83005-000","Gratuita","Consultar","Não",,,,,,,,,,,,,,,
atrativos,"Câmara Municipal",,"Arquitetura e Engenharia",,"A Câmara Municipal é uma construção de arquitetura moderna em vidro e concreto, inaugurada em 2003. O edifício abriga os gabinetes dos vereadores, jardins internos e um plenário com platéia. No interior do plenário, destaca-se um painel do artista plástico Roney W. Erthal, criado em homenagem aos 150 anos do Poder Legislativo.","Rua Veríssimo Marques, 699, Centro, São José dos Pinhais, PR, Brasil, 83005-410","Gratuita","Consultar","Não",,,,,,,,,,,,,,,
atrativos,"Casa Bortolan",,"Arquitetura e Engenharia","Caminho do Vinho","A Casa Bortolan é um conjunto de casas centenárias construídas por dois imigrantes italianos: João Bortolon e Ernesto Juliatto. Uma das casas é residencial e a outra funcionava como um armazém de secos e molhados. Ambas refletem a tradição arquitetônica e cultural trazida pelos colonos, sendo um exemplo típico da arquitetura rural italiana. É considerada patrimônio histórico e cultural.","Rua João Bortolan, 222, Colônia Mergulhão, São José dos Pinhais, PR, Brasil, 83085-060","Consultar","Consultar","Não",,,,,,,,,,,,,,,
atrativos,"Casa Braz Luiz Pereira Filho",,"Arquitetura e Engenharia",,"Construída em 1897, a Casa Braz Luiz Pereira Filho é um exemplo notável de arquitetura histórica. Originalmente uma residência, a construção também abrigou uma escola pública antes de retornar ao seu uso residencial. Destaca-se pelas divisórias em mata-juntas, uma inovação da época que proporcionava durabilidade e conforto, além de funcionar como barreira acústica e proteção contra infiltração. A propriedade inclui anexos que serviram como paiol e armazém.","Rua Bembenutto Moletta, 2029, Contenda, São José dos Pinhais, PR, Brasil, 83000-000","Consultar","Consultar","Não",,,,,,,,,,,,,,,
atrativos,"Casa Groschoki - Kawarnia",,"Arquitetura e Engenharia","Rota das Colônias","A Casa Groschoki, construída por Francisco Sravitch e posteriormente pertencente à família Groschoki, é uma construção típica polonesa. Utilizando a técnica de troncos encaixados e suspensa a 20 cm do solo, a casa é apoiada por toras nas quatro extremidades. Localizada junto ao Café Colonial Kawiarnia, a propriedade inclui um acréscimo lateral em alvenaria, um paiol, uma residência, um poço e um forno em alvenaria. Dentro da casa, os visitantes podem explorar um pequeno museu com objetos típicos usados no trabalho dos colonos, oferecendo uma visão do esforço necessário para tornar a terra produtiva.","Rua Domingos Perbiche, 1446, Colônia Murici, São José dos Pinhais, PR, Brasil, 83085-230","Gratuita","Sáb: 12h-19h | Dom: 11:30h-19h","Não",,,,,,,,,,,,,,,
atrativos,"Casa Hallunch",,"Arquitetura e Engenharia","Rota das Colônias","A Casa Hallunch, com aproximadamente 100 anos, é um marco histórico da família Halluch, construída em tabuado de madeira com mata-junta, um elemento inovador para a época que conferia durabilidade e conforto à construção. A família Halluch, presente na colônia desde sua fundação em 1878, desenvolveu empreendimentos no comércio e na indústria. A casa também possui os tradicionais lambrequins, e a mata-junta funcionava como barreiras acústicas e proteção contra infiltração.","Rua Adr. Muritici, 802, Marcelino, São José dos Pinhais, PR, Brasil, 83000-000","Consultar","Pode ser vista da estrada","Não",,,,,,,,,,,,,,,
atrativos,"Casa Ienkot (Iewnkot)",,"Arquitetura e Engenharia","Rota das Colônias","A Casa Ienkot, construída por Pedro Inkot em 1931, é uma obra de alvenaria que originalmente apresentava pinturas parietais de paisagens feitas pelo próprio Pedro. Embora essas pinturas tenham sido cobertas por camadas de tinta ao longo dos anos, a casa ainda mantém seu charme histórico. Localizada na beira da estrada, a propriedade particular pode ser admirada de fora, cercada por uma paisagem bucólica e próxima a campos de camomila e áreas de piquenique. A região também abriga a Chácara de eventos Ienkot, oferecendo um vislumbre da arquitetura e do paisagismo locais.","Rua Antônio Claudino Sobrinho, 15785, Marcelino, São José dos Pinhais, PR, Brasil, 83000-000","Consultar","Consultar","Não",,,,,,,,,,,,,,,
